4.350937000000000034e-03,7.839521999999999810e-03,4.710360000000000241e-03,1.002004009999999945e-01,4.908159810000000123e-01,4.696130390000000099e-01,1.062734889999999988e-01,1.134219499999999936e-02,6.641922040000000083e-01,8.908950340000000301e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
4.889036999999999723e-03,7.839521999999999810e-03,5.229690000000000380e-03,1.002004009999999945e-01,5.764500519999999906e-01,5.780421460000000344e-01,6.904612100000000197e-02,1.134219499999999936e-02,4.558353070000000229e-01,6.469382670000000113e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
5.650655999999999561e-03,7.839521999999999810e-03,5.985606000000000086e-03,1.002004009999999945e-01,5.070759959999999733e-01,4.834254629999999442e-01,7.551109300000000135e-02,1.134219499999999936e-02,5.419164410000000265e-01,7.823992199999999508e-01,6.012024049999999953e-01,2.069736050000000049e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
6.740814000000000354e-03,7.839521999999999810e-03,7.104153000000000204e-03,1.002004009999999945e-01,5.122125770000000022e-01,4.998695599999999906e-01,9.261272599999999244e-02,1.134219499999999936e-02,5.941349439999999982e-01,8.230537199999999887e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
6.725309999999999969e-03,7.839521999999999810e-03,7.649418000000000710e-03,1.002004009999999945e-01,4.737212259999999953e-01,4.224880890000000111e-01,9.510994699999998636e-02,1.134219499999999936e-02,6.510136979999999740e-01,7.966101970000000199e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
7.630584999999999625e-03,7.839521999999999810e-03,7.709771999999999285e-03,1.002004009999999945e-01,4.605792939999999724e-01,4.366765570000000207e-01,7.405877199999999494e-02,1.134219499999999936e-02,5.908589829999999488e-01,8.282122590000000617e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
5.126185999999999590e-03,7.839521999999999810e-03,1.148186000000000042e-03,1.002004009999999945e-01,4.736512950000000277e-01,4.090090310000000229e-01,8.723204499999999417e-02,1.134219499999999936e-02,6.235615070000000149e-01,7.770712290000000300e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
4.235154000000000522e-03,7.839521999999999810e-03,1.145033999999999852e-03,1.002004009999999945e-01,5.274856139999999360e-01,5.274122660000000185e-01,1.020204580000000083e-01,1.134219499999999936e-02,6.055263069999999859e-01,8.716825429999999209e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
4.721200999999999523e-03,7.839521999999999810e-03,1.141831999999999960e-03,1.002004009999999945e-01,4.506829520000000255e-01,4.673063259999999941e-01,7.864757699999999629e-02,1.134219499999999936e-02,6.222595109999999874e-01,8.556737819999999939e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
8.363110000000000639e-04,7.839521999999999810e-03,1.138516000000000007e-03,1.002004009999999945e-01,5.378795920000000175e-01,5.504255639999999783e-01,8.084135800000000205e-02,1.134219499999999936e-02,5.286055659999999712e-01,7.598369249999999964e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
8.763011999999998844e-03,7.839521999999999810e-03,1.135415999999999986e-03,1.002004009999999945e-01,5.118283029999999290e-01,5.489172350000000034e-01,8.932263599999999693e-02,1.134219499999999936e-02,5.839241910000000368e-01,8.232673079999999199e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
4.419127000000000124e-03,7.839521999999999810e-03,1.132201999999999905e-03,1.002004009999999945e-01,5.493484920000000216e-01,5.270477439999999847e-01,8.949270400000000625e-02,1.134219499999999936e-02,5.445601760000000624e-01,7.767632790000000842e-01,6.012024049999999953e-01,2.069720949999999948e-01,8.595890000000000128e-03,2.114618999999999874e-03,9.844371200000000544e-01,6.012024000000000361e-03,0.000000000000000000e+00
